QID	TITLE	BODY	CATEGORY	PUBLISHEDDATE
YA:20160517160514AAeMA2F	Should I get a nose job?	I was wondering if I should get one? I know my nose is kind of big but is it bad enough to where I should fix it? I'm also considering on becoming an actress and I know they usually get some work done./n/nhttp://imgur.com/a/0JOqQ	Other - Skin & Body	1463526314000
YA:20160517160612AAYzp9J	I haven't got my period. should i be worried?	okay so im a 14 year old girl and everyone has a period except me my mom had it at 11 years old! should i be worried. now girls will come up to me and say ''lucky'' or ''you'll get it soon'' but I'm really worried haven't got my period. should i be worried???	Women's Health	1463526372000
YA:20160517160637AA70pqr	Does my rat have a skin disease?		Rodents	1463526397000
YA:20160517160807AAW264I	Fan motor runs for seconds then shuts off. back and forth. back and forth?		Maintenance & Repairs	1463526487000
YA:20160517160852AAi6QAo	Should I run XC to become a better 400m runner?	I run the 200m and the 400m in high school track and field. Would doing XC in the fall make me slower or faster? Would I gain more endurance or lose speed?/n/nThanks in advance.	Running	1463526532000
YA:20160517160959AAWWrQT	Age: 14 in sept 2016/nheight: 5'2.5/naspiring to become a model/nIMG accepts applic. @14 but im not tall enough ik ill grow taller but how much?		Other - Health	1463526599000
YA:20160517161139AAKJqF5	What is a pipeliner 2?	i just saw it from some douchey guys yahoo answers profile thats wearing a red hat with a black beard in a khakis jacket.	Fashion & Accessories	1463526699000
YA:20160517161241AAcElpg	Why do my knees hurt when I do lunges?		Pain & Pain Management	1463526761000
YA:20160517161342AAagu41	Hey I'm 14 and when erect my penis is the size of an iPhone 6 Im scared that it's to short any help :/?		Men's Health	1463526822000
YA:20160517161435AAz5KSO	"Crookled teeth, does teeth matter? Guy.?"	"I've crookled teeth. They're not so bad but not so good either./nI lost my self esteem because of them. /n/nI want to know does teeth really matters? /n/nI want to know too that would a girl date a guy who is good  looking but just has crookled teeth./n/nI talk to girls on facebook, and they all find me very handsome. Some even have crush on me. They want to meet me too, but I end up with excuses./nI don't know if they would keep having a crush on me after looking at my crookled teeth./nSo my question is does teeth really matter? /nDo they make you look ugly? /nWould a girl date a guy who is good looking , funny, but just has crookled teeth?"	Dental	1463526875000
YA:20160517161532AAAwUYQ	What would be classed as 'stripper heels'? Is 7 inch too high?		Fashion & Accessories	1463526932000
YA:20160517161638AAWQDli	What can I do to heal it? Any home remedies?	"My dog is bitting the hair off his body. So bad, his skin is showing. We're going out of town next month and I don't want him to go up the road like that. It's really irritating him because He keeps kicking it.  He has allergies too."	Dogs	1463526998000
YA:20160517161718AAcwPbE	"In the book ''Night'' by Elie Wiesel, what things/events caused Eli to feel guilty like he failed his father?"		Books & Authors	1463527039000
YA:20160517161836AA5ubpP	What are some female celebrities that NEVER wear dresses on the red carpet. Instead they wear suits?		Fashion & Accessories	1463527116000
YA:20160517161959AAT70Os	Knee gives out on me for no apparent reason. How serious is this?	"I am sixteen years old and for the past three months my knee just buckles for no apparent reason.  Sometimes I fall, and sometimes I can recover my balance./n/nIt doesn't happen a lot.  Maybe 4 times.  The first time I it happened was just before the Cupid Dance.  I was picking up the corsage for my gf and fell in the parking lot. /n/nI'm 5'8'' and 145 lbs., giving me a BMI of 22, which is on the upper side of normal body weight./n/nI looked on line and it said that starts happening in middle age.  I'm 16. /n/nI told my dad but he said that I'm just clumsy.  It's not that. It's when I put weight on my leg, the knee won't support it. /n/nIt doesn't hurt at all even when it buckles. /n/nI'm scared that I have some problem and I'm going to wind up a cripple."	Pain & Pain Management	1463527199000
YA:20160517162035AAmXSg2	Pea-sized grey lump on anus that's kinda painful. I'm not sure what it is.?	I'm a 15 year old male.  It's gray and looking at it with a flashlight it's also a little purple. It's been there for awhile but just recently started hurting. I run long distance in track so I don't know if that has anything to do with it.  What is it? How can I fix it?	Men's Health	1463527235000
YA:20160517162207AAGfbyU	Can someone help me and let me know if ModeOnder is a modelling agency scam? Offered me a paid job but I can't find much information?		Fashion & Accessories	1463527327000
YA:20160517162240AA89TJr	Do I have a hernia or something?	So about 2-3 days ago I was playing footbal (non contact but a lot of running) and whenever I got home the area where the pubes grow was very sore.(I am a male) and now whenever  I get up to walk or close my legs together I feel a slight pain or discomfort in my testicle and genital area. I'm 15 years old. I don't have any lumps or anything just the discomfort. What's wrong with me?	Men's Health	1463527360000
YA:20160517162332AAWTH7W	How is it determined when one era or period has ended and another is starting?		Women's Health	1463527412000
YA:20160517162504AATJusD	How do i find reliable sources of information on the internet?		History	1463527504000
YA:20160517162616AAcHkYr	What 3 factor led to the Cambrian Explosion?		Dental	1463527576000
YA:20160517162718AAlzysK	Can I still Parkour with GERD?	"I was diagnosed with Gastroesophageal Reflux Disease. I started eating healthier, but later stopped because i though i was better. I started getting into Parkour and scheduled a day to workout with my friends. I was so hyped for working out that I forgot to stretch and just ran, jumped, and climbed like a child. Later that same day during the night I felt a pain around my chest area which slowly went towards my right and left side of my chest. After that I have been feeling that pain at least once or even more than three times a day. I though I was going to get a heart attack or stroke and still think so. I still kept running and stuff and that made me feel worse in a way. Whenever I sit or rest I feel this pain. I want to know what is wrong with me but my parents won't take me to the doctor until a week has passed to see if I still get these affects still. I don't know if it is anything major or minor but whatever it is want to know cause I am scared. I am a 14 year old child who hasn't exercised in a long while and has a unhealthy diet"	Other - Diseases	1463527638000
YA:20160517162818AASnUCs	Does anyone know any way to cure whiteheads that doesn't cost that much money ?	i got these whiteheads in the summer of 7th grade to 8th. I started wearing makeup that summer but if so they haven't gone away. I've tried some scrubs but they might be  puberty numbs but should I see a dermatologist??	Skin Conditions	1463527698000
YA:20160517162912AAZYTb4	"Is California City, CA a safe/friendly town towards minorities?"		Other - United States	1463527752000
YA:20160517163026AAc8exL	How did the Cold War finally end?		History	1463527826000
YA:20160517163123AA1Fiyc	Why are some surnames more common than others?	"There are a lot of Hernandez, Williams, Johnson, Garcias etc..."	Theater & Acting	1463527883000
YA:20160517163229AApk5xb	Why was the nuclear bomb a main component of the Cold War?		History	1463527949000
YA:20160517163322AAmFTxQ	Was size the only reason WWE did not try to recruit Royce Gracie for a career? or Jackie chan for a one fight deal?		Martial Arts	1463528002000
YA:20160517163429AA6b0f6	"I'm an undersized tight end. I have the weight to play varsity, but I'm Only 5'10. How do I gain the trust of my coaches?"		Football (American)	1463528069000
